descriptions,height,images,links,texts,titles,types,url,width
"camera,to,much,dvds,video,sign,sports,one,digital,prime,at,unlimited,on,pc,garden,books,lcd,dvd,low,electronics,prices,up,cameras,music,and,day,more,delivery,for,games,tv,home,software",5924.82,74,215,230,"low,electronics,uk,prices,equipment,in,books,sports,more,co",,https://www.amazon.co.uk/,1903
"camera,to,much,dvds,video,sign,sports,one,digital,prime,at,unlimited,on,pc,garden,books,lcd,dvd,low,electronics,prices,up,cameras,music,and,day,more,delivery,for,games,tv,home,software",5865.82,174,300,229,"low,electronics,uk,prices,equipment,in,books,sports,more,co",,https://www.amazon.co.uk/ref=nav_logo,1903
,4421.82,10,136,236,"uk,prime,co",,https://www.amazon.co.uk/amazonprime?_encoding=UTF8&ref_=nav_logo_prime_join,1903
,611.717,0,12,11,"sign,in",,https://www.amazon.co.uk/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.co.uk%2F%3Fref_%3Dnav_ya_signin%26_encoding%3DUTF8&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=gbflex&openid.mode=checkid_setup&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&,1920
,611.717,0,12,11,"sign,in",,https://www.amazon.co.uk/ap/signin?_encoding=UTF8&accountStatusPolicy=P1&openid.assoc_handle=gbflex&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&openid.ns.pape=http%3A%2F%2Fspecs.openid.net%2Fextensions%2Fpape%2F1.0&openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.co.uk%2Fgp%2Fcss%2Forder-history%3Fie%3DUTF8%26ref_%3Dnav_orders_first&pageId=webcs-yourorder&showRmrMe=1,1920
,4421.82,10,136,236,"uk,prime,co",,https://www.amazon.co.uk/amazonprime?_encoding=UTF8&ref_=nav_prime_try_btn,1903
,1778.58,11,171,216,"uk,basket,shopping,co",,https://www.amazon.co.uk/gp/cart/view.html?ref_=nav_cart,1903
,3194.32,1,356,433,"earth,uk,biggest,selection,co",,https://www.amazon.co.uk/gp/site-directory?ref_=nav_shopall_btn,1903
,611.717,0,12,11,"sign,in",,https://www.amazon.co.uk/ap/signin?_encoding=UTF8&openid.assoc_handle=gbflex&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&openid.ns.pape=http%3A%2F%2Fspecs.openid.net%2Fextensions%2Fpape%2F1.0&openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.co.uk%2Fgp%2Fyourstore%2Fcard%3Fie%3DUTF8%26ref_%3Dcust_rec_intestitial_signin,1920
"bargains,today,hand,gold,shop,sales,our,with,top,picked,the,good,on,daily,great,deals,of,featuring,low,savings,uk,prices,quick,and,day,online,box,specials,best,for,updated,deal,products,hot,lightning,new",7256.82,67,357,651,"uk,deals,daily,our,discover",,https://www.amazon.co.uk/gp/deals?ref_=nav_cs_gb,1903
"mail,mother,voucher,codes,to,father,fathers,account,saying,wedding,in,vouchers,engagement,ideas,him,her,email,giftcards,or,kids,birthday,you,thank,thanks,prizes,instant,rewards,greeting,valentines,my,print,christmas,kindle,congratulations,valentine,certificate,uk,corporate,gifts,cards,printable,incentives,give,redeem,day,mobile,code,mothers,birthdays,gift,certificates,online,box,school,personalised,tokens,for,buy,card,send,boxes",3300.05,26,173,274,"uk,cards,gift,co",,https://www.amazon.co.uk/Giftcards-Giftvouchers-Vouchers-Birthday-Gifts/b/?ie=UTF8&node=1571304031&ref_=nav_cs_gc,1903
"online,uk,selling,from,at,shops,for,store,on,selection,start,now,great,shopping,co",3014.58,10,108,175,"uk,selling,shops,on,start,now,co",,https://www.amazon.co.uk/b/?_encoding=UTF8&ld=AZUKGNOSellC&node=2374298031&ref_=nav_cs_sell,1903
,2376.77,12,316,207,"uk,help,co",,https://www.amazon.co.uk/gp/help/customer/display.html?nodeId=508510&ref_=nav_cs_help,1903
"camera,to,much,dvds,video,sign,sports,one,digital,prime,at,unlimited,on,pc,garden,books,lcd,dvd,low,electronics,prices,up,cameras,music,and,day,more,delivery,for,games,tv,home,software",5865.82,39,214,229,"low,electronics,uk,prices,equipment,in,books,sports,more,co",,https://www.amazon.co.uk/,1903
"to,exclusively,global,sign,the,prime,enjoy,at,of,experience,two,only,uk,is,up,july,that,event,day,through,shopping,millions,co,starting,benefits,for,members",6798,78,213,380,"prime,are,everywhere,day,deals",,https://www.amazon.co.uk/l/10157705031?pf_rd_p=16f75b78-4d19-4be0-9d27-138d746f3d70&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
,2233.55,7,136,207,"uk,cookies,help,co",,https://www.amazon.co.uk/gp/help/customer/display.html/?nodeId=201890250&pf_rd_p=7925d2f6-c463-4162-861f-c00ab076e5a2&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"detection,camera,battery,motion,xt,video,with,kit,wall,mount,store,kindle,uk,year,and,system,co,blink,cloud,life,included,hd,storage,home,security",6743.9,57,240,456,"detection,camera,battery,motion,xt,video,with,kit,wall,mount,store,kindle,uk,year,and,system,co,blink,cloud,life,included,hd,storage,home,security",,https://www.amazon.co.uk/dp/B075RHX3WP/ref=gw_uk_desk_mso_dc_vicc_blinkxt?pf_rd_p=c8ed93ae-aea2-44fd-843d-beb7033c1585&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"detection,camera,battery,motion,xt,video,with,kit,wall,mount,store,kindle,uk,year,and,system,co,blink,cloud,life,included,hd,storage,home,security",7087.9,60,247,497,"detection,camera,battery,motion,xt,video,with,kit,wall,mount,store,kindle,uk,year,and,system,co,blink,cloud,life,included,hd,storage,home,security",,https://www.amazon.co.uk/dp/B075RHX3WP/ref=gw_uk_desk_mso_dc_vicc_blinkxt_more?pf_rd_p=c8ed93ae-aea2-44fd-843d-beb7033c1585&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"performing,swift,live,to,taylor,exclusively,in,lynch,with,dua,prime,host,lipa,tune,studios,presented,and,music,day,sza,concert,by,see,for,becky,members,jane",4077.28,13,198,284,"prime,uk,watch,video,day,concert,co",,https://www.amazon.co.uk/dp/B07T93LTM4?pf_rd_p=3c0e05a0-e513-447d-a748-fa1b39a420e5&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"neck,therapy,corrector,in,modetro,sports,health,cord,or,spinal,ms,posture,medium,pos,physical,back,uk,pain,care,shoulder,and,personal,men,black,brace,relief,co,mod,women,for,support",10923.7,66,388,575,"neck,therapy,corrector,in,modetro,sports,health,cord,or,spinal,posture,medium,physical,back,uk,pain,care,shoulder,and,personal,men,black,brace,relief,co,women,for,support",,https://www.amazon.co.uk/Modetro-Sports-Posture-Corrector-Support/dp/B071FJ2N5R?smid=A116QTOB7IX5FP&pf_rd_p=1afc05aa-40c7-4b97-bd26-b2c29696a3a7&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"bargains,today,hand,gold,shop,sales,our,with,top,picked,the,good,on,daily,great,deals,of,featuring,low,savings,uk,prices,quick,and,day,online,box,specials,best,for,updated,deal,products,hot,lightning,new",7256.82,67,344,733,"uk,deals,daily,our,discover",,https://www.amazon.co.uk/gp/goldbox?pf_rd_p=1afc05aa-40c7-4b97-bd26-b2c29696a3a7&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
,611.717,0,12,11,"sign,in",,https://www.amazon.co.uk/ap/signin?openid.return_to=https%3A%2F%2Fwww.amazon.co.uk%2Fref%3Dgw_sgn_ib%2F259-3956818-6697345&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=gbflex&openid.mode=checkid_setup&marketPlaceId=A1F83G8C2ARO7P&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&,1920
,4421.82,10,136,236,"uk,prime,co",,https://www.amazon.co.uk/amazonprime?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0,1903
,4421.82,10,136,236,"uk,prime,co",,https://www.amazon.co.uk/amazonprime?_encoding=UTF8&ref_=nav_prime_ajax_err,1903
"uk,best,most,sellers,popular,items,in,books,the,co",5245.12,60,380,545,"uk,best,most,sellers,popular,items,in,books,the,co",,https://www.amazon.co.uk/gp/bestsellers/books?pf_rd_p=2a5cb875-7a2e-5cab-b7c6-dc9447aba3e8&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=xMTtb&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
"smart,book,featherstone,carb,kay,slimming,one,health,control,longer,slow,points,recipe,simple,barbecue,isbn,food,specific,breakfast,chef,prices,style,drink,syn,delivery,calorie,cookery,nom,living,in,ideas,tasty,cooking,allinson,healing,dieting,fitness,from,and,filling,general,guilt,eligible,recipes,for,diets,treat,sweet,conditions,orders,market,wholefood,meals,fuller,bluebird,free,world,store,diet,of,low,weight,minutes,cook,chocolate,lean,dessert,comfort,everyday,main,healthy,gluten,instant,fast,nutrition,kate,watchers,fat,satisfying,on,pinch,day,pot,by,cooker,buy,anf,loss,home",8584.67,49,360,509,"of,allinson,uk,recipes,featherstone,kate,nom,style,kay,pinch,books,slimming,home,co",,https://www.amazon.co.uk/Pinch-Nom-Slimming-Home-style-Recipes/dp/1529014069?pf_rd_p=2a5cb875-7a2e-5cab-b7c6-dc9447aba3e8&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=xMTtb&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
"book,tony,tie,girls,ross,format,to,in,ordinary,true,education,the,character,topic,worst,orders,themes,printed,isbn,on,boys,world,free,english,store,humorous,non,merchandising,low,adult,back,prices,stories,fiction,years,from,child,david,everyday,event,and,harpercollinschildren,men,walliams,ya,young,teachers,by,eligible,teenage,educational,school,delivery,women,humor,buy,sbooks,short,children,juvenile",8419.9,47,353,502,"tony,worst,teachers,uk,ross,david,books,world,walliams,the,co",,https://www.amazon.co.uk/Worlds-Worst-Teachers-David-Walliams/dp/0008305781?pf_rd_p=2a5cb875-7a2e-5cab-b7c6-dc9447aba3e8&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=xMTtb&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
"ingredients,book,dr,nutrition,term,diets,justine,carb,ltd,long,the,health,mediterranean,orders,cooking,healing,exercise,wholefood,recipe,dieting,wellbeing,isbn,on,books,free,fitness,körperpflege,store,diet,ernährung,vollwertkost,specific,low,kochen,prices,pattison,from,style,everyday,und,intermittent,and,foods,clare,general,gesundheit,natural,by,eligible,recipes,fasting,bailey,delivery,for,buy,anf,short,fast,calorie,cookery",7324.5,45,332,494,"book,dr,term,justine,carb,long,the,health,mediterranean,recipe,books,low,uk,pattison,style,intermittent,and,clare,co,recipes,fasting,bailey,for,fast",,https://www.amazon.co.uk/Fast-800-Recipe-Book-Mediterranean/dp/1780724136?pf_rd_p=2a5cb875-7a2e-5cab-b7c6-dc9447aba3e8&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=xMTtb&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
"student,book,nhs,diaries,memoirs,to,comedy,kay,itv,profession,physician,campaign,club,zoe,education,topic,health,humour,this,welfare,medicine,hurt,incl,adam,staff,hospital,books,autobiography,great,of,services,practitioner,medical,funny,uk,patient,is,residents,training,residency,sad,diary,care,journals,britain,doctor,and,personal,going,service,internship,co,picador,strike,systems,national,junior,ball,business,life,technology,secret,confessions,letters,welcome,humor,science,patients,professional,biography,relationship",9187.8,50,384,515,"of,this,hurt,junior,uk,is,diaries,secret,to,kay,adam,doctor,going,books,co",,https://www.amazon.co.uk/This-Going-Hurt-Secret-Diaries/dp/1509858636?pf_rd_p=2a5cb875-7a2e-5cab-b7c6-dc9447aba3e8&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=xMTtb&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
"book,nutrition,diets,nom,living,watchers,losing,eating,tool,slimming,conditions,health,control,cooking,orders,healing,market,cookery,help,syns,wellbeing,dieting,wholefood,meal,stationery,isbn,motivational,on,food,items,bluebird,free,fitness,world,store,diet,of,specific,low,weight,prices,self,from,diary,comfort,everyday,pinch,and,general,counts,includes,by,eligible,recipes,main,healthy,tracker,reducing,delivery,for,buy,anf,loss,planner,calorie,new,management",8908.87,51,333,474,"of,includes,uk,recipes,nom,food,pinch,books,planner,new,co",,https://www.amazon.co.uk/Pinch-Nom-Food-Planner-Recipes/dp/1529023068?pf_rd_p=2a5cb875-7a2e-5cab-b7c6-dc9447aba3e8&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=xMTtb&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
"book,how,bücher,schlankheitsküche,nutrition,term,michael,diets,abnehmen,sachbuch,to,ltd,schlankheitsdiät,long,the,mosley,health,orders,esskultur,wellbeing,dieting,rapid,isbn,on,englische,books,free,fitness,körperpflege,store,diet,ernährung,weight,low,kochen,prices,essen,schlank,from,everyday,combine,intermittent,and,gesundheit,by,eligible,recipes,diät,reducing,fasting,delivery,ratgeber,for,besondere,buy,loss,short,anf,fast",8296.7,42,342,502,"how,term,michael,to,long,the,mosley,health,rapid,books,weight,uk,combine,intermittent,and,co,fasting,for,loss,fast",,https://www.amazon.co.uk/Fast-800-combine-intermittent-long-term/dp/1780723628?pf_rd_p=2a5cb875-7a2e-5cab-b7c6-dc9447aba3e8&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=xMTtb&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
"american,celeste,book,bücher,witherspoon,washington,ng,af,releases,ittle,ohio,contemporary,history,little,post,you,told,century,ing,on,romane,englische,psychological,books,literary,fires,everything,synopsis,store,fictie,roman,of,moderne,low,huge,prices,family,brown,fiction,everywhere,zeitgenössische,from,erzählung,amerikanische,everyday,und,range,belletristik,and,modern,reese,sandra,never,general,instagram,twitter,classic,liane,by,literaire,best,quotes,life,algemeen,siblings,moriarty,asian,buy,review,movie,tv,new,erzählungen",7758.7,43,371,488,"celeste,uk,ng,you,told,books,everything,never,co",,https://www.amazon.co.uk/Everything-I-Never-Told-You/dp/0349134286?pf_rd_p=2a5cb875-7a2e-5cab-b7c6-dc9447aba3e8&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=xMTtb&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
"clothing,uk,best,most,sellers,popular,items,in,the,co",5262.12,69,312,415,"clothing,uk,best,most,sellers,popular,items,in,the,co",,https://www.amazon.co.uk/gp/bestsellers/clothing?pf_rd_p=6edfd081-8d16-5a66-8d8f-963682846e9b&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=9Br6x&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
"fulfilled,fruit,shirt,the,orders,or,kids,shipping,on,items,value,free,of,over,uk,childrens,fashion,sold,returns,and,day,co,loom,cotton,selected,by,new",7290.12,76,340,449,"of,clothing,loom,cotton,uk,fruit,childrens,kids,shirt,value,new,the,co",,https://www.amazon.co.uk/Fruit-Loom-Childrens-Value-Cotton/dp/B00V3I9PTK?pf_rd_p=6edfd081-8d16-5a66-8d8f-963682846e9b&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=9Br6x&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
"of,loom,orders,eligible,tee,fruit,childrens,kids,shop,delivery,returns,shirt,on,and,free,plain,the",7430.83,80,337,455,"of,clothing,loom,tee,fruit,childrens,uk,kids,shirt,plain,the,co",,https://www.amazon.co.uk/Fruit-Loom-Childrens-Plain-T-shirt/dp/B07BTC5QLZ?pf_rd_p=6edfd081-8d16-5a66-8d8f-963682846e9b&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=9Br6x&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
"fulfilled,fruit,shirt,age,the,orders,or,kids,shipping,on,items,free,of,colours,over,uk,fashion,years,sold,returns,and,day,co,loom,selected,by,original",7526.17,79,325,419,"of,clothing,loom,colours,uk,fruit,original,kids,years,shirt,age,the,co",,https://www.amazon.co.uk/Fruit-Loom-Kids-Original-Shirt/dp/B07BWJKW15?pf_rd_p=6edfd081-8d16-5a66-8d8f-963682846e9b&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=9Br6x&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
"nike,orders,eligible,vi,shop,delivery,returns,park,shirt,on,and,men,free,all",7860.2,77,360,482,"clothing,nike,vi,uk,park,shirt,men,co",,https://www.amazon.co.uk/Nike-Mens-Park-VI-T-Shirt/dp/B01KORI78A?pf_rd_p=6edfd081-8d16-5a66-8d8f-963682846e9b&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=9Br6x&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
"clothes,shop,shirt,light,with,tech,sports,orders,anti,on,free,sleeve,returns,and,men,all,eligible,technology,armour,odour,delivery,under,short,breathable,gym",9675.13,94,358,532,"clothes,shirt,light,with,tech,sports,clothing,anti,uk,sleeve,and,men,co,technology,armour,odour,under,short,breathable,gym",,https://www.amazon.co.uk/Under-Armour-Breathable-Anti-Odour-Technology/dp/B07M6ZNZ79?pf_rd_p=6edfd081-8d16-5a66-8d8f-963682846e9b&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=9Br6x&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
"trainer,next,prime,orders,performance,on,free,low,fashion,pairs,returns,sport,day,assorted,mens,days,eligible,size,delivery,socks,cut",8516.87,67,374,511,"assorted,clothing,mens,low,trainer,uk,size,pairs,performance,socks,sport,cut,co",,https://www.amazon.co.uk/Pairs-Sport-Performance-Trainer-Socks/dp/B01FPV1OX0?pf_rd_p=6edfd081-8d16-5a66-8d8f-963682846e9b&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=9Br6x&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
"lens,shop,orders,sphere,mask,on,seal,free,goggle,returns,aqua,and,swimming,blue,all,kid,eligible,junior,delivery,children",11304,82,400,648,"kid,sphere,swimming,junior,uk,lens,goggle,mask,aqua,children,seal,outdoors,sports,blue,co",,https://www.amazon.co.uk/Aqua-Sphere-Childrens-Swimming-Goggle/dp/B06XGD55VL?pf_rd_p=6edfd081-8d16-5a66-8d8f-963682846e9b&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=9Br6x&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
"releases,to,travel,top,the,performance,store,suitable,latest,uk,from,and,all,brands,laptop,welcome,for,buy,family",8391.53,48,353,651,"uk,laptops,co",,https://www.amazon.co.uk/b?node=429886031&pf_rd_p=7992e329-3029-4686-8eef-80e562b24ce6&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"shop,to,samsung,with,the,orders,on,free,store,browse,latest,uk,tablets,android,and,more,eligible,delivery,welcome,apple",8008.95,50,337,635,"uk,tablets,co",,https://www.amazon.co.uk/b?node=429892031&pf_rd_p=7992e329-3029-4686-8eef-80e562b24ce6&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"online,computers,uk,accessories,from,at,for,desktops,store,selection,great,shopping,co",8673.78,47,364,642,"desktop,computers,uk,pc,range,store",,https://www.amazon.co.uk/b?node=428651031&pf_rd_p=7992e329-3029-4686-8eef-80e562b24ce6&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"to,with,top,orders,sizes,on,free,store,of,huge,uk,from,monitors,types,range,and,monitor,choose,eligible,brands,delivery,welcome",8847.33,49,379,694,"uk,monitors,co",,https://www.amazon.co.uk/b?node=428652031&pf_rd_p=7992e329-3029-4686-8eef-80e562b24ce6&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"online,computers,uk,accessories,from,at,store,selection,great,shopping,co",6290.32,52,289,575,"uk,accessories,computers,co",,https://www.amazon.co.uk/b?node=340831031&pf_rd_p=7992e329-3029-4686-8eef-80e562b24ce6&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"easy,with,orders,everyone,shipping,free,unique,uk,is,gifts,shopping,all,co,find,made,gift,finder,eligible,category,for",4168.62,2,96,175,"unique,gift,finder,uk,gifts,everyone,for,co",,https://www.amazon.co.uk/gcx/-/gfhz/ref=gcx_ukunqfish_ldt_single?categoryId=adult-neutral&subcategoryIds=adult-neutral%3Aunique&pinnedAsins=B07CT14FB3&pf_rd_p=869062f1-a993-4a77-851f-0990a5a7c136&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"cinema,online,electronics,uk,photo,from,at,home,for,store,shopping,selection,tv,video,great,tvs,co",8546.03,43,332,621,"uk,tvs,co",,https://www.amazon.co.uk/b?node=560864&pf_rd_p=41489c2d-89d9-4650-bc94-129cb037fbf5&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"cinema,online,electronics,uk,photo,from,projectors,at,for,store,shopping,selection,tv,video,great,home,co",9480.38,51,386,667,"cinema,screens,uk,projectors,projector,home",,https://www.amazon.co.uk/b?node=10392531&pf_rd_p=41489c2d-89d9-4650-bc94-129cb037fbf5&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"video,top,at,great,photo,store,electronics,uk,from,shopping,set,co,cinema,online,for,selection,tv,boxes,home",8723.98,46,338,588,"uk,boxes,top,set,co",,https://www.amazon.co.uk/b?node=560880&pf_rd_p=41489c2d-89d9-4650-bc94-129cb037fbf5&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"cinema,online,speakers,electronics,uk,photo,from,at,for,store,shopping,selection,tv,video,great,home,co",8563.25,46,354,599,"cinema,speakers,uk,home,co",,https://www.amazon.co.uk/b?node=1338425031&pf_rd_p=41489c2d-89d9-4650-bc94-129cb037fbf5&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"players,accessories,home,video,top,at,projectors,great,photo,of,dvd,low,speakers,electronics,uk,prices,from,everyday,set,shopping,more,co,cinema,online,recorders,for,selection,tv,boxes,tvs",9900.73,60,420,641,"players,cinema,dvd,recorders,electronics,uk,accessories,projectors,tvs,tv,video,photo,home,more,co",,https://www.amazon.co.uk/b?node=560858&pf_rd_p=41489c2d-89d9-4650-bc94-129cb037fbf5&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"accessories,sculptures,ornaments,at,decorative,great,plaques,of,low,uk,prices,from,everyday,kitchen,shopping,more,co,stickers,online,collectibles,for,selection,boxes,home",9836,90,411,750,"stickers,uk,collectibles,accessories,sculptures,ornaments,kitchen,more,decorative,home,plaques,co",,https://www.amazon.co.uk/b?node=3028615031&pf_rd_p=efcaa758-138b-48ce-bdda-bf35d30ce7b3&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"lamps,shop,to,our,indoor,light,orders,enjoy,free,of,browse,uk,range,and,lights,outdoor,eligible,delivery,welcome,bulbs,lighting",6330.08,48,177,394,"uk,co,lighting",,https://www.amazon.co.uk/b?node=213077031&pf_rd_p=efcaa758-138b-48ce-bdda-bf35d30ce7b3&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"accessories,wall,grandfather,desk,speciality,at,great,mantel,of,floor,low,uk,prices,from,everyday,kitchen,shopping,more,co,alarm,online,shelf,clocks,for,selection,home",10068.7,75,393,713,"wall,alarm,uk,shelf,desk,accessories,clocks,kitchen,home,more,co",,https://www.amazon.co.uk/b?node=10709231&pf_rd_p=efcaa758-138b-48ce-bdda-bf35d30ce7b3&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"lamps,online,uk,lamp,from,at,for,store,selection,co,shades,great,shopping,lighting",8657.33,58,347,619,"uk,lamp,shades,co",,https://www.amazon.co.uk/b?node=10709351&pf_rd_p=efcaa758-138b-48ce-bdda-bf35d30ce7b3&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"window,accessories,rugs,tapestries,at,decorative,photo,great,of,low,uk,prices,from,everyday,kitchen,doormats,shopping,more,co,frames,online,carpets,for,treatments,selection,home",6207.82,51,214,446,"frames,uk,window,accessories,treatments,kitchen,decorative,photo,home,more,co",,https://www.amazon.co.uk/b?node=376320011&pf_rd_p=efcaa758-138b-48ce-bdda-bf35d30ce7b3&pf_rd_r=M9PC5WCHZXB07TFC2XM7,1903
"uk,best,most,sellers,popular,items,in,outdoors,sports,the,co",5245.12,60,348,454,"uk,best,most,sellers,popular,items,in,outdoors,sports,the,co",,https://www.amazon.co.uk/gp/bestsellers/sports?pf_rd_p=cecd4520-32f6-5499-ae19-cd4e83816acd&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=gWAlv&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
"shop,bottle,steel,bpa,insulated,hrs,stainless,cold,orders,chilly,on,water,free,logo,sweating,returns,reusable,no,and,bottles,all,leak,proof,keeps,eligible,vacuum,double,delivery,for,walled,hot,new",10849,87,413,521,"bottle,steel,bpa,insulated,hrs,sports,stainless,cold,chilly,water,free,uk,logo,sweating,reusable,no,outdoors,bottles,co,leak,proof,keeps,vacuum,double,for,walled,hot,new",,https://www.amazon.co.uk/Chillys-New-2019-Logo-Leak-Proof-Stainless-Insulated/dp/B07N97B9F1?pf_rd_p=cecd4520-32f6-5499-ae19-cd4e83816acd&pf_rd_r=M9PC5WCHZXB07TFC2XM7&pd_rd_wg=snbFo&ref_=pd_gw_ri&pd_rd_w=gWAlv&pd_rd_r=68d8f6a2-1069-4873-99ca-0e0c3e7a35d6,1903
