descriptions,height,images,links,texts,titles,types,url,width
"hampers,now,our,something,next,with,different,contemporary,little,free,flower,uk,order,give,and,day,gift,baskets,delivery,for",2611.35,18,853,168,"gift,baskets,delivery,hampers,day,next,flower",,https://www.marksandspencer.com/l/flowers-and-plants/flowers/flower-hampers-and-gift-sets,1903
"how,are,arranged,much,with,the,collection,most,you,free,show,only,quality,bouquets,uk,care,high,blooms,these,will,someone,delivery,luxurious,flowers",2611.35,18,859,170,"luxury,bouquets,collection,plants,flowers,the",,https://www.marksandspencer.com/l/flowers-and-plants/flowers/the-collection-flowers,1903
"lilies,beautiful,are,fresh,to,our,sunday,roses,free,flower,bouquets,quality,available,guaranteed,from,high,blooms,stay,days,delivery,for",3601.55,34,867,209,"sunday,delivery,for,plants,flowers",,https://www.marksandspencer.com/l/flowers-and-plants/flowers/sunday-delivery,1903
"beautiful,are,fresh,to,our,next,orders,on,free,flower,quality,bouquets,guaranteed,gifts,and,day,stay,all,days,delivery,for,under,flowers",2630.98,18,858,172,"next,delivery,day,flowers,free",,https://www.marksandspencer.com/l/flowers-and-plants/flowers/flowers-under-25,1903
"plants,shop,your,our,with,indoor,the,or,ideal,any,of,occasion,range,give,and,house,gift,as,for,them,selection,decorate,home",5106.48,58,867,267,"next,house,delivery,for,plants,day,indoor",,https://www.marksandspencer.com/l/flowers-and-plants/plants/indoor-plants,1903
"campanula,wide,hanging,now,the,collection,at,free,of,order,boots,from,explore,range,outdoor,choose,delivery,for,plants,home,patio",3639.18,38,857,222,"outdoor,cat,baskets,hanging,plants,patio",,https://www.marksandspencer.com/l/flowers-and-plants/plants/outdoor-plants,1903
"striking,are,make,to,home,in,our,the,or,perfect,any,free,orchid,bouquets,uk,from,stand,day,someone,gift,out,choose,delivery,plants,flowers,potted",2116.25,16,846,164,"plants,orchids,orchid,flowers",,https://www.marksandspencer.com/l/flowers-and-plants/plants/orchids,1903
,1640.78,8,847,148,"marks,spencer,and,plants,sunflowers,flowers,all",,https://www.marksandspencer.com/l/flowers-and-plants/flowers/bouquets/sunflowers-n-cipb9,1903
"warming,our,next,with,the,orders,perfect,on,free,flower,bouquets,day,all,plant,gift,delivery,welcome,chrysanthemum,autumn",2611.35,20,861,176,"chrysanthemum,chrysanthemums,bouquets,flowers",,https://www.marksandspencer.com/l/flowers-and-plants/flowers/bouquets/chrysanthemums-n-cjawy?intid=FP_PLP_Bouquets_BTN_3,1903
"beautiful,are,make,shop,wide,now,our,the,perfect,an,roses,ideal,everyone,any,of,occasion,range,and,gift,for",3124.45,32,871,206,"rose,red,flowers,bouquets,roses,white,pink",,https://www.marksandspencer.com/l/flowers-and-plants/flowers/bouquets/roses-n-byrcp,1903
"our,next,with,the,orders,perfect,tulip,on,free,flower,bouquets,spring,day,colourful,all,plant,gift,delivery,welcome",1145.05,0,839,123,"bouquets,flower,tulips",,https://www.marksandspencer.com/l/flowers-and-plants/flowers/bouquets/tulips-n-d8zom,1903
"gorgeous,are,make,to,wish,the,perfect,birthday,free,flower,way,bouquets,special,and,day,someone,delivery,happy,plants,flowers",4611.75,50,863,248,"flowers,bouquet,hampers,birthday",,https://www.marksandspencer.com/l/flowers-and-plants/flowers-by-occasion/birthday-flowers,1903
"beautiful,shop,to,now,our,with,wish,bouquet,wishes,get,of,well,brighten,range,and,day,soon,someone,them,send,flowers",3106.45,28,852,192,"gift,well,baskets,flowers,get,soon",,https://www.marksandspencer.com/l/flowers-and-plants/flowers-by-occasion/get-well-soon-flowers,1903
"gorgeous,memorable,lovely,to,with,the,bouquet,congratulate,this,baby,or,on,boy,free,occasion,girl,their,flowers,delivery,welcome,send,parents,new",2134.25,12,844,153,"baby,shower,gifts,boy,flowers,new,girl",,https://www.marksandspencer.com/l/flowers-and-plants/flowers-by-occasion/new-baby-flowers,1903
"finest,using,flowers,freshest,named,delivery,with,prepared,expertly,day,sympathy,and,free,furneral,the,all",2116.25,12,844,152,"order,flowers,sympathy,online",,https://www.marksandspencer.com/l/flowers-and-plants/flowers-by-occasion/sympathy-flowers,1903
"lilies,gorgeous,our,with,bouquet,anyone,you,thank,roses,free,flower,of,up,arrangements,brighten,and,day,more,will,orchids,say,delivery,flowers",3601.55,38,857,219,"messages,gifts,you,thank,flowers",,https://www.marksandspencer.com/l/flowers-and-plants/flowers-by-occasion/thank-you-flowers,1903
"big,button,shop,to,wedding,your,our,add,stunning,touch,holes,of,bouquets,from,day,sophistication,will,online,bridal,collections,flowers",3091.45,28,853,189,"flowers,bouquets,bridal,wedding,ideas",,https://www.marksandspencer.com/l/flowers-and-plants/flowers-by-occasion/wedding-flowers,1903
"arranging,learn,beautiful,make,to,including,ideas,with,the,bouquet,perfect,experts,at,techniques,flower,rose,from,arrangements,and,tips,other,for,home",3373.25,11,811,92,"how,arrange,to,arrangements,flowers,flower",,https://www.marksandspencer.com/c/flowers-and-plants/flower-arranging-tips,1903
"shop,your,nearest,in,the,or,collection,at,roses,trends,free,store,latest,order,from,online,delivery,for,home",3774.33,11,816,149,"shop,roses,plants,flowers,the",,https://www.marksandspencer.com/c/flowers-and-plants/the-roses-shop,1903
"beautiful,fresh,shop,wide,now,our,next,with,free,of,rose,uk,bouquets,from,lily,range,and,day,delivery,chrysanthemum,send,flowers",7581.98,104,912,387,"next,order,delivery,for,day,flowers",,https://www.marksandspencer.com/l/flowers-and-plants/flowers?intid=FP_Gnav_CS_1,1903
"weddings,beautiful,next,indoor,ideal,garden,free,uk,order,special,gifts,occasions,and,day,other,plant,birthdays,online,delivery,for,plants",8077.08,106,893,388,"house,hanging,garden,basket,plants,potted",,https://www.marksandspencer.com/l/flowers-and-plants/plants?intid=FP_Gnav_CS_2,1903
,2928.47,0,847,178,"next,online,delivery,day,plants,free,flowers",,https://www.marksandspencer.com/c/flowers-and-plants?intid=gnav_flowers_more-in-flowers,1903
"offers,rose,sparkling,red,wine,over,standard,prosecco,shop,at,from,delivery,and,white,champagne,free",2818.65,9,846,199,"offers,wine",,https://www.marksandspencer.com/l/wine-shop/all-wine-offers,1903
"offers,rose,sparkling,red,wine,over,standard,prosecco,shop,at,from,delivery,and,white,champagne,free",2870.65,10,845,200,"buy,save",,https://www.marksandspencer.com/l/wine-shop/buy-4-save-30,1903
"chardonnay,pinot,wide,the,offers,standard,at,free,champagne,of,browse,noir,over,from,choose,best,selling,delivery,selection",1672.18,4,842,155,"offers,champagne",,https://www.marksandspencer.com/l/wine-shop/all-wine-offers/champagne-offers-n-1scs3lo,1903
"of,marks,conte,spencer,case,prosecco,priuli,from,buy,range,and,the",3013.05,9,802,207,"of,conte,case,prosecco,priuli",website,https://www.marksandspencer.com/conte-priuli-prosecco/p/p60053968,1903
,2841.58,13,871,205,"under,wines",,https://www.marksandspencer.com/l/wine-shop/wine-by-price/wines-under-6,1903
"of,find,fine,spirits,gift,magnum,wine,ourwide,prosecco,perfect,gifts,from,range,and,bottles,champagne,the",3978.05,18,858,201,"single,spirits,wine,bottles,champagne",,https://www.marksandspencer.com/l/wine-shop/wine-beer-and-spirits/single-bottles,1903
"of,this,today,online,magnum,wine,champagne,shop,celebrate,our,bottles,with,christmas",1660.05,3,836,131,"rose,magnum,wine,prosecco,champagne",,https://www.marksandspencer.com/l/wine-shop/wine-beer-and-spirits/magnums,1903
,8215.25,52,1000,477,"beer,spirits,wine,beverages,drinks,alcoholic",,https://www.marksandspencer.com/l/wine-shop/wine-beer-and-spirits,1903
"try,today,red,award,pinot,exclusive,our,with,the,many,or,world,free,noir,over,from,and,malbec,day,nominated,more,all,versatile,delivery,winning,wines",15254.7,110,1013,718,"red,wine,malbec,sweet,dry,shiraz,merlot",,https://www.marksandspencer.com/l/wine-shop/wine-beer-and-spirits/red-wine,1903
"wide,offer,the,around,wine,world,of,suitable,order,from,tastes,range,occasions,and,we,online,delivery,for,selection,white,home",12902.7,88,938,614,"grigio,wine,pinot,sweet,dry,white,sauvignon,blanc",,https://www.marksandspencer.com/l/wine-shop/wine-beer-and-spirits/white-wine,1903
"wide,offer,the,around,wine,world,of,suitable,rose,order,from,tastes,range,occasions,and,we,online,delivery,for,selection,home",4012.05,20,882,221,"zinfandel,rose,sparkling,wine,pink",,https://www.marksandspencer.com/l/wine-shop/wine-beer-and-spirits/rose-wine,1903
"of,today,online,ciders,wine,mixed,or,order,guaranteed,shop,to,tastes,your,our,please,ales,cases,all",2854.05,9,847,174,"beer,spirits,wine,mixed,drinks,selection,cases",,https://www.marksandspencer.com/l/wine-shop/wine-beer-and-spirits/mixed-cases,1903
"award,prosecco,to,our,favourites,of,suitable,customer,order,is,from,tastes,range,occasions,and,online,delivery,winning,for,home",3447.58,15,858,209,"rose,sparkling,wine,prosecco,sweet,pink",,https://www.marksandspencer.com/l/wine-shop/wine-beer-and-spirits/prosecco-and-sparkling-wine,1903
"of,we,suitable,online,order,delivery,wide,for,tastes,selection,range,occasions,and,offer,champagne,home",2859.58,14,851,202,"rose,pink,bottles,champagne,cases",,https://www.marksandspencer.com/l/wine-shop/wine-beer-and-spirits/champagne,1903
"wide,offer,the,around,cava,world,of,suitable,sparkling,order,from,tastes,range,occasions,and,we,online,delivery,for,selection,home,wines",1660.05,2,836,131,"rose,sparkling,wine,cava,sweet",,https://www.marksandspencer.com/l/wine-shop/wine-beer-and-spirits/cava,1903
,2266.05,8,844,159,"wine,dessert,sherry,vintage,pink,port",,https://www.marksandspencer.com/l/wine-shop/wine-beer-and-spirits/port-sherry-and-dessert-wine,1903
,4030.05,23,854,231,"drinks,fine,selection,wine",,https://www.marksandspencer.com/l/wine-shop/wine-beer-and-spirits/fine-wine,1903
,1626.05,3,837,136,"beer,spirits,wine,reduced,alcohol,wines",,https://www.marksandspencer.com/l/wine-shop/wine-beer-and-spirits/reduced-alcohol-wines,1903
,12825.7,83,970,624,to,,https://www.marksandspencer.com/l/wine-shop/wine-by-price/6-to-8,1903
,14018.3,99,986,675,to,,https://www.marksandspencer.com/l/wine-shop/wine-by-price/8-to-10,1903
"of,beer,spirits,prices,on,new,selection,and,lower,wines",8099.58,48,931,459,"beers,spirits,new,wines",,https://www.marksandspencer.com/l/wine-shop/wine-beer-and-spirits/new-lower-price-wines,1903
"spirits,whatever,premium,shop,to,whiskey,bottle,something,our,malt,everyone,vodka,of,from,tipple,we,their,for,selection,have",1626.05,2,836,127,"spirits,rum,whisky,gin,vodka,malt,cocktails",,https://www.marksandspencer.com/l/wine-shop/wine-beer-and-spirits/spirits,1903
"presenting,challenge,today,online,wine,order,from,medal,winning,international,our,proudly,the,wines",9914.18,88,941,511,"red,award,winning,white,wines",,https://www.marksandspencer.com/l/wine-shop/award-winning-wines,1903
"of,we,suitable,online,order,delivery,wide,for,tastes,selection,range,occasions,and,offer,champagne,home",4600.05,25,895,253,"beers,spirits,new,wines",,https://www.marksandspencer.com/l/wine-shop/wine-beer-and-spirits/new-in,1903
,12876.3,84,962,622,"red,wine,best,rated,white,top,wines",,https://www.marksandspencer.com/l/wine-shop/top-rated-wines,1903
"offers,rose,sparkling,red,wine,over,standard,prosecco,shop,at,from,delivery,and,white,champagne,free",2870.65,10,845,200,"buy,save",,https://www.marksandspencer.com/l/wine-shop/buy-4-save-30?intid=WS_Gnav_CS_1,1903
"offers,rose,sparkling,red,wine,over,standard,prosecco,shop,at,from,delivery,and,white,champagne,free",2818.65,9,846,199,"offers,wine",,https://www.marksandspencer.com/l/wine-shop/all-wine-offers?intid=WS_Gnav_CS_2,1903
,3054.6,0,840,170,"beer,spirits,online,wine,shop,buy",,https://www.marksandspencer.com/c/wine-shop?intid=gnav_wine_more-in-wine,1903
"learn,to,our,entertained,kids,bring,of,encouraging,well,excitement,hours,range,and,all,will,as,puzzles,for,games,them,keep",8768.43,109,925,453,"presents,gifts,for,anniversary,ideas,him,her",,https://www.marksandspencer.com/l/gifts/gifts-by-occasion/anniversary-n-d970h?intid=Gifts_TN_anniversary,1903
,4140.55,23,859,224,"gift,baby,shower,present,for,ideas",,https://www.marksandspencer.com/l/gifts/party-accessories/baby-shower-n-d22gf?intid=Gifts_LHN_partyaccessories_babyshower?extid=ps_ggl_UK_Gen_Gifts_GiftsByOccasion_BabyShowerGifts,1903
"are,shop,wide,ages,in,our,ideas,the,perfect,search,you,birthday,at,plenty,discover,of,inspiring,range,all,we,gift,online,ve,for,arrivals,new",9262.55,121,913,471,"gifts,birthday",,https://www.marksandspencer.com/l/gifts/birthday-gifts-for-all-ages?intid=Gifts_TN1_allbirthdaygifts,1903
,5844.2,60,887,314,"gifts,couples,for,engagement,him,her",,https://www.marksandspencer.com/l/gifts/gifts-by-occasion/engagement-n-d968q?intid=Gifts_TN_engagement,1903
,3259.03,29,863,202,"gift,well,gifts,hampers,flowers,get,soon",,https://www.marksandspencer.com/l/gifts/gifts-by-occasion/get-well-soon-n-eqok1a?intid=Gifts_TN_getwellsoon,1903
"soft,to,your,our,baby,covered,kits,books,photo,got,newborn,gifts,from,albums,comforters,keepsake,and,we,blankets,toys,ve,boxes",13863.5,109,1027,661,"shower,baby,gifts",,https://www.marksandspencer.com/l/kids/baby/baby-gifts?intid=Gifts_TN_newbaby,1903
"shop,your,nearest,in,the,or,collection,at,garden,trends,free,store,latest,order,gifts,from,and,online,delivery,for,home",2090.03,11,846,130,"gift,housewarming,gifts,new,ideas,home",,https://www.marksandspencer.com/c/gifts/gifts-for-the-home-and-garden?intid=Gifts_TN_newhome,1903
"shop,to,your,in,the,at,trends,free,store,show,latest,order,gifts,collect,find,online,appreciation,life,teacher,for,educators",9383.57,117,912,446,"teacher,gifts",,https://www.marksandspencer.com/l/gifts/teachers-gifts?intid=Gifts_TN_teachersgifts,1903
,8741.43,107,938,441,"bride,groom,presents,gifts,for,wedding,day",,https://www.marksandspencer.com/l/gifts/gifts-by-occasion/wedding-n-d968r?intid=Gifts_TN_wedding,1903
"to,your,nearest,ren,her,ranging,or,photo,store,order,gifts,from,collect,sets,chic,frames,gift,online,delivery,for,home",2905.48,15,860,187,"gift,gifts,women,for,ideas,her",,https://www.marksandspencer.com/c/gifts/gifts-for-her?intid=Gifts_TN_giftsforher,1903
"to,your,nearest,jumpers,leather,holdalls,ranging,or,cashmere,store,order,gifts,from,collect,men,online,delivery,for,home",2904.45,14,840,162,"gift,gifts,for,men,ideas,him",,https://www.marksandspencer.com/c/gifts/gifts-for-men?intid=Gifts_TN_giftsforhim,1903
"shop,your,nearest,in,the,baby,or,collection,kids,at,trends,free,store,latest,order,gifts,from,and,online,delivery,for,home",2110.78,13,834,111,"baby,gift,kids,gifts,boy,ideas,girl",,https://www.marksandspencer.com/c/gifts/gifts-for-kids-and-baby?intid=Gifts_TN_giftsforher,1903
,1145.05,0,836,118,"families,gifts,present,for,ideas,christmas,family",,https://www.marksandspencer.com/l/christmas/gifts-for-a-family?intid=Gifts_TN_giftsforthefamily,1903
"hampers,now,tasty,the,orders,perfect,on,food,alcoholic,free,tipples,over,uk,gifts,from,chocolates,and,more,online,choose,delivery,cheeses,buy",10209.2,134,918,451,"luxury,gifts,for,hampers,him,her",,https://www.marksandspencer.com/l/gifts/food-and-wine-gifts/hampers-and-food-gifts?intid=Gifts_TN_hampersandfood,1903
"are,prosecco,present,trios,hampers,our,with,the,alcohol,wine,or,perfect,free,flower,over,uk,gifts,explore,sets,cocktail,gift,baskets,delivery",6214.15,71,886,302,"sets,hampers,gift,alcohol",,https://www.marksandspencer.com/l/gifts/food-and-wine-gifts/hampers-and-food-gifts/alcohol-hampers-and-gifts-n-cv0ze?intid=Gifts_TN_alcohol,1903
"are,trios,your,hampers,our,with,the,ideal,free,get,show,uk,chocolate,gifts,and,spend,gift,indulgent,appreciation,delivery,boxes",4195.32,44,869,232,"gift,chocolate,baskets,hampers,boxes",,https://www.marksandspencer.com/l/gifts/food-and-wine-gifts/hampers-and-food-gifts/chocolate-hampers-and-gifts-n-cb3e1?intid=Gifts_PLP_HamperFoodGifts_BTN_2,1903
"beautiful,hampers,our,with,they,biscuits,alcoholic,free,flower,tipples,over,uk,gifts,chocolates,and,paired,will,choose,definitely,wow,delivery",2156.85,16,855,167,"flower,gift,hampers,baskets",,https://www.marksandspencer.com/l/gifts/food-and-wine-gifts/hampers-and-food-gifts/flower-hampers-and-gifts-n-1nltxvd?intid=Gifts_TN_flowerhampers,1903
"fruit,fresh,to,bay,our,next,wish,the,luxury,or,at,free,get,of,uk,from,range,doctor,day,spend,someone,speedy,choose,recovery,baskets,delivery,keep",1661.75,3,849,142,"luxury,gift,traditional,fruit,baskets,hampers",,https://www.marksandspencer.com/l/gifts/food-and-wine-gifts/hampers-and-food-gifts/fruit-baskets-n-caqa0?intid=Gifts_TN_Fruitbaskets,1903
"today,to,wide,loaves,equipment,our,the,offers,at,you,discover,deals,browse,latest,from,range,and,all,cakes,includes,need,online,bakeware",5342.98,30,906,299,bakeware,,https://www.marksandspencer.com/l/home-and-furniture/cookware/baking?intid=Gifts_TN_baking,1903
"present,shop,beautifully,wide,our,with,the,one,luxury,perfect,loved,at,discover,beauty,gifts,presented,range,find,online,for,arrivals,new",14531.6,103,950,798,"beauty,gifts",,https://www.marksandspencer.com/l/beauty/gifting?intid=Gifts_TN_beauty,1903
"hampers,now,tasty,the,orders,perfect,on,food,alcoholic,free,tipples,over,uk,gifts,from,chocolates,and,more,online,choose,delivery,cheeses,buy",10228.9,136,919,455,"luxury,gifts,for,hampers,him,her",,https://www.marksandspencer.com/l/gifts/food-and-wine-gifts/hampers-and-food-gifts?intid=Gifts_TN_food,1903
"shop,in,our,kit,the,pick,collection,at,trends,free,fitness,store,of,electronics,latest,order,up,collect,cool,modern,and,more,online,gadgets",1637.42,2,838,132,"gadgets,mens",,https://www.marksandspencer.com/l/men/gadgets/gadgets?intid=Gifts_TN_gadgets,1903
"accessories,lovely,shop,to,wide,your,looking,our,the,at,garden,trowels,discover,space,from,range,gloves,find,outdoor,online,arrivals,keep,new",14455.2,146,1041,746,"accessories,garden",,https://www.marksandspencer.com/l/home-and-furniture/garden-accessories?intid=Gifts_TN_garden,1903
"shop,your,nearest,in,the,or,collection,at,garden,trends,free,store,latest,order,gifts,from,and,online,delivery,for,home",2090.03,11,846,130,"gift,housewarming,gifts,new,ideas,home",,https://www.marksandspencer.com/c/gifts/gifts-for-the-home-and-garden?intid=Gifts_TN_home,1903
,4566.05,22,866,232,"beer,spirits,wine,beverages,drinks,alcoholic",,https://www.marksandspencer.com/l/wine-shop/christmas-wines-and-spirits/top-christmas-wine-gifts?intid=Gifts_TN_wine,1903
,2096.78,6,842,152,"for,pets,gifts",,https://www.marksandspencer.com/l/gifts/gifts-for-pets?intid=Gifts_TN_pets,1903
"every,in,vouchers,with,ideas,attractive,simple,store,of,occasion,from,cards,range,and,use,online,gift,for,designs",10502,97,954,424,"digital,gift,online,cards,buy,card",,https://www.marksandspencer.com/l/gifts/gift-cards/e-gift-cards-n-d0995,1903
,7135.15,113,914,349,"cards,shopping,gift",,https://www.marksandspencer.com/l/gifts/gift-cards/gift-cards-n-d24rp?intid=Gifts_TN_giftcards,1903
"today,wide,our,with,the,offers,at,on,greeting,discover,deals,browse,latest,cards,range,occasions,and,smile,all,online,their,put,for,face",12906.5,96,939,436,"cards,greeting",,https://www.marksandspencer.com/l/gifts/greeting-cards?intid=Gifts_TN_greetingcards,1903
"of,choose,wife,available,at,husband,delivery,explore,cards,more,range,anniversary,and,among,free,home,the",2508.35,9,843,148,"cards,wedding,anniversary",,https://www.marksandspencer.com/l/gifts/greeting-cards/anniversary-cards?intid=Gifts_TN_anniversarycards,1903
"greetings,shop,wide,your,the,him,her,pick,birthday,at,whole,of,cards,range,and,choose,best,for,happy,card,family",9947.85,70,907,350,"cards,greeting,happy,birthday",,https://www.marksandspencer.com/l/gifts/greeting-cards/birthday-cards?intid=Gifts_TN_birthdaycards,1903
"shop,to,new,now,with,congratulate,it,good,or,at,you,thank,yours,on,free,just,cards,whether,all,we,choose,say,delivery,them,home,have,luck",2988.45,14,848,164,"just,good,say,to,you,thank,cards,luck",,https://www.marksandspencer.com/l/gifts/greeting-cards/just-to-say-cards?intid=Gifts_TN_justtosaycards,1903
,2527.35,11,845,154,"bags,wedding,christmas,gift",,https://www.marksandspencer.com/l/gifts/gift-bags-wrapping-paper-and-accessories/gift-bag-and-boxes?intid=Gifts_TN_giftbags,1903
,1533.15,5,838,134,"birthday,personalised,wrapping,paper",,https://www.marksandspencer.com/l/gifts/gift-bags-wrapping-paper-and-accessories/wrapping-paper?intid=Gifts_TN_wrappingpaper,1903
,2093.85,9,844,149,"accessories,party",,https://www.marksandspencer.com/l/gifts/party-accessories/wedding-n-d22ge?intid=Gifts_TN_weddingaccessories,1903
"hampers,now,tasty,the,orders,perfect,on,food,alcoholic,free,tipples,over,uk,gifts,from,chocolates,and,more,online,choose,delivery,cheeses,buy",10209.2,134,918,451,"luxury,gifts,for,hampers,him,her",,https://www.marksandspencer.com/l/gifts/food-and-wine-gifts/hampers-and-food-gifts?intid=Gifts_Gnav_CS_1,1903
"to,your,nearest,ren,her,ranging,or,photo,store,order,gifts,from,collect,sets,chic,frames,gift,online,delivery,for,home",2905.48,15,860,187,"gift,gifts,women,for,ideas,her",,https://www.marksandspencer.com/c/gifts/gifts-for-her?intid=Gifts_Gnav_CS_2_1,1903
"to,your,nearest,jumpers,leather,holdalls,ranging,or,cashmere,store,order,gifts,from,collect,men,online,delivery,for,home",2879.45,14,840,123,"gift,gifts,for,men,ideas,him",,https://www.marksandspencer.com/c/gifts/gifts-for-men?intid=Gifts_Gnav_CS_2_1,1903
"to,your,nearest,ren,her,ranging,or,photo,store,order,gifts,from,collect,sets,chic,frames,gift,online,delivery,for,home",2905.48,15,860,187,"gift,gifts,women,for,ideas,her",,https://www.marksandspencer.com/c/gifts/gifts-for-her?intid=Gifts_Gnav_CS_2_2,1903
,2986.98,0,858,194,"unique,gift,presents,gifts,ideas",,https://www.marksandspencer.com/c/gifts?intid=gnav_hampers_and_gifts_More-in-hampers_and_gifts,1903
"shop,to,wide,homeware,now,our,clothing,sale,at,on,great,get,of,latest,discounts,range,and,online,products",2131.33,4,888,149,"marks,sale,spencer",,https://www.marksandspencer.com/c/offers/sale?intid=OFF_Gnav_CS_1,1903
,12182.8,466,1300,845,"furniture,sale",,https://www.marksandspencer.com/l/offers/furniture-sale?intid=OFF_Gnav_CS_2,1903
,12182.8,466,1300,845,"furniture,sale",,https://www.marksandspencer.com/l/offers/furniture-sale?intid=OFF_Gnav_CS_2_1,1903
,6880.05,376,1262,466,"and,off,footstools,armchairs",,https://www.marksandspencer.com/l/offers/furniture/40-off-armchairs-and-footstools?intid=OFF_Gnav_CS_2_2,1903
"pair,shorts,to,in,bit,the,this,poppy,print,that,do,dive,their,summer,palm,for,environment,swim,bold",4331,24,873,182,"friendly,men,shorts,palm,print,planet",,https://www.marksandspencer.com/c/style-and-living/planet-friendly-palm-print-mens-shorts?intid=SL_HUB_gnav_ep_img,1903
"pair,shorts,to,in,bit,the,this,poppy,print,that,do,dive,their,summer,palm,for,environment,swim,bold",4331,24,874,182,"friendly,men,shorts,palm,print,planet",,https://www.marksandspencer.com/c/style-and-living/planet-friendly-palm-print-mens-shorts?intid=SL_HUB_gnav_ep_txt,1903
"what,pack,to,in,the,fashionable,or,stylish,you,re,here,uk,heading,ensure,whether,and,going,holiday,look,abroad,for",8292.78,42,866,212,"wear,uk,holiday,what,summer,to,for,in,the",,https://www.marksandspencer.com/c/style-and-living/summer-holiday-style-edit?intid=SL_HUB_gnav_ts_img,1903
"what,pack,to,in,the,fashionable,or,stylish,you,re,here,uk,heading,ensure,whether,and,going,holiday,look,abroad,for",8292.78,42,866,212,"wear,uk,holiday,what,summer,to,for,in,the",,https://www.marksandspencer.com/c/style-and-living/summer-holiday-style-edit?intid=SL_HUB_gnav_ts_txt,1903
"casual,are,to,ways,our,trousers,ready,favourite,host,whole,here,of,wear,there,fashion,from,style,party,summer,for,looks,white",5728.8,23,839,162,"how,summer,to,style,for,trousers,white",,https://www.marksandspencer.com/c/style-and-living/how-to-style-white-trousers?intid=SL_HUB_gnav_ts_img,1903
"casual,are,to,ways,our,trousers,ready,favourite,host,whole,here,of,wear,there,fashion,from,style,party,summer,for,looks,white",5703.8,23,839,123,"how,summer,to,style,for,trousers,white",,https://www.marksandspencer.com/c/style-and-living/how-to-style-white-trousers?intid=SL_HUB_gnav_ts_txt,1903
"easy,picnic,to,in,ideas,dog,the,serve,it,recipe,tennis,an,just,season,up,from,do,and,time,party,station,these,summer,for,yourself,berry,hot,cheesecake",4788.45,15,821,108,"recipes,summer,for,garden,and,ideas,party",,https://www.marksandspencer.com/c/style-and-living/summer-garden-party-food-ideas?intid=SL_HUB_gnav_gtl_img,1903
"easy,picnic,to,in,ideas,dog,the,serve,it,recipe,tennis,an,just,season,up,from,do,and,time,party,station,these,summer,for,yourself,berry,hot,cheesecake",4788.45,15,821,108,"recipes,summer,for,garden,and,ideas,party",,https://www.marksandspencer.com/c/style-and-living/summer-garden-party-food-ideas?intid=SL_HUB_gnav_gtl_txt,1903
"shop,your,nearest,in,the,or,collection,at,trends,free,store,latest,order,from,and,online,delivery,for,home",1440.4,3,816,120,"marks,spencer,collection,delivery,and",,https://www.marksandspencer.com/c/delivery-and-collection?intid=OFF_STRIPE_1,1903
"shop,your,nearest,in,the,or,collection,at,trends,free,store,latest,order,from,and,online,delivery,for,home",1415.4,3,816,81,"marks,spencer,collection,delivery,and",,https://www.marksandspencer.com/c/delivery-and-collection?intid=OFF_STRIPE_2,1903
"shop,your,nearest,in,the,or,collection,at,trends,free,store,latest,order,from,and,online,delivery,for,home",1415.4,3,816,81,"marks,spencer,collection,delivery,and",,https://www.marksandspencer.com/c/delivery-and-collection?intid=OFF_STRIPE_3,1903
"marks,shop,to,london,homewares,the,clothing,baby,kids,at,website,spencer,well,and,men,all,as,women,welcome",2332.17,14,707,85,"marks,spencer,to,welcome,austria",,https://www.marksandspencer.com/en-at/,1903
"marks,be,shop,to,london,homewares,the,clothing,baby,kids,at,website,spencer,well,and,men,all,as,women,welcome",2332.17,14,709,85,"marks,spencer,to,welcome,belgium",,https://www.marksandspencer.com/en-be/,1903
"marks,be,shop,to,london,homewares,the,clothing,baby,kids,at,website,spencer,well,and,men,all,as,women,welcome",1979.85,5,630,64,"marks,spencer,bienvenue,belgium,chez,and",,https://www.marksandspencer.com/fr-be/,1903
"marks,shop,to,london,homewares,the,clothing,baby,kids,at,website,cz,spencer,well,and,men,all,as,women,welcome",1886.3,7,536,60,"marks,spencer,czech,to,welcome,republic",,https://www.marksandspencer.com/en-cz/,1903
"marks,shop,to,london,homewares,the,clothing,fr,baby,kids,at,website,spencer,well,and,men,all,as,women,welcome",1979.85,5,671,67,"marks,spencer,to,welcome,france",,https://www.marksandspencer.com/en-fr/,1903
"marks,gfff,spencer,de,london",2001.83,5,620,63,"marks,spencer,to,welcome,germany",,https://www.marksandspencer.com/de/,1903
"marks,shop,to,london,homewares,the,clothing,baby,de,kids,at,website,spencer,well,and,men,all,as,women,welcome",2332.17,14,709,85,"marks,spencer,to,welcome,germany",,https://www.marksandspencer.com/en-de/,1903
"marks,shop,to,london,homewares,the,clothing,baby,kids,at,website,gr,spencer,well,and,men,all,as,women,welcome",1886.3,7,555,60,"marks,spencer,greece,to,welcome",,https://www.marksandspencer.com/en-gr/,1903
"marks,lu,shop,to,london,homewares,the,clothing,baby,kids,at,website,spencer,well,and,men,all,as,women,welcome",1979.85,5,638,64,"marks,spencer,luxembourg,to,welcome",,https://www.marksandspencer.com/en-lu/,1903
"marks,shop,to,london,homewares,the,clothing,baby,kids,at,my,website,spencer,well,and,men,all,as,women,welcome",1908.28,7,547,59,"marks,spencer,malaysia,to,welcome",,https://www.marksandspencer.com/my/,1903
